# dVx,dVy,dVz,time to request
-9.515555610202004466e-01,-1.675690570707444316e-01,-9.274645993306668279e-01,3.856844030396135853e-02
6.691615825289240482e-02,-2.068941793170064603e-01,-1.730594200858750209e-01,2.127935691852204068e-03
-8.470623420324933095e-01,-4.417049378212486443e-01,2.757117844360951198e-01,nan
