# dVx,dVy,dVz,time to request
-8.428777325998444425e-01,-7.912417056378474589e-01,-1.381117534582225470e-02,7.938706870211464928e-02
8.428777325998444425e-01,7.912417056378474589e-01,1.381117534582225470e-02,nan
