# dVx,dVy,dVz,time to request
-8.400904999251896932e-01,8.050824843534151176e-01,-3.288379033605903223e-01,7.740473327014547877e-02
-2.081145301958643168e-01,-2.497483510837902598e-01,-9.696880728077678313e+00,4.305910273025664176e-03
-5.227745747649366059e+00,-7.868003831182741159e+00,-1.922508551037446889e+00,nan
