# dVx,dVy,dVz,time to request
1.061108860003131982e+00,2.290318410080656730e-01,-4.619299084285685697e-01,1.160039807043380805e-01
-2.146821360165286130e+00,-5.133444742460992888e-02,2.887274740900230841e-02,7.400609713891417168e-03
1.089482348218244884e-01,-2.230183202160948230e+00,-1.062444163168174027e+00,9.102466038586153399e-03
