# dVx,dVy,dVz,time to request
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.626607991266802222e-02
-3.321884519335938091e-01,-8.243401050285548148e-02,6.560583159032398748e-02,nan
