# dVx,dVy,dVz,time to request
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.373299543727840966e-02
4.047644895855017078e-01,-2.538246992435937432e-01,-2.751896235614346153e-01,nan
