# dVx,dVy,dVz,time to request
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.292938817937960727e-02,-1.409209332780516077e-01,-1.455276062839604423e-01,1.987631452976047486e-01
-2.104608892313723223e-01,1.238984410912132295e-01,-1.098534613648373404e-01,nan
