# dVx,dVy,dVz,time to request
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.011759766497113855e-02
1.038672496691262805e-02,2.429609233889868519e-02,3.743403402918123873e-02,2.709317085661486213e-01
-6.531967805490768164e-02,-6.770939775579729036e-02,-7.578513163166328281e-02,nan
