# dVx,dVy,dVz,time to request
-1.244933228668082981e+00,-9.648232522177644377e-01,1.276056559384785016e+00,5.157051906194132056e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.918346915250913581e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.566217748902708595e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan
