# dVx,dVy,dVz,time to request
-1.896841247141294595e-01,4.900340655423557346e-01,9.770626097242244290e-01,7.934163367304936099e-02
1.896841247141294595e-01,-4.900340655423557346e-01,-9.770626097242244290e-01,nan
