# dVx,dVy,dVz,time to request
5.710732756395136001e-01,-4.316480502957980581e-01,7.517961190917683556e-01,2.444213443281762280e-02
7.765562188068730887e-01,1.048964738872002922e+00,-8.106263346638951928e-02,2.583269623057636577e-02
9.721481841872404717e-01,-6.279760753728657052e-01,-1.066084449907746867e+00,nan
